city,state,country,2017,2018,2019,2020,2021,2022,2023,2024,2025
Mount Pleasant,SC,US,24,24,21,12,12,12,14,15,19
Mount Prospect,IL,US,,,,,7,8,8,28,37
Mount Sterling,IL,US,,,,,,,8,6,6
Mount Vernon,NY,US,,38,3,3,2,2,2,3,4
Mount Vernon,WA,US,,,,,,,,,43
Mountain Home,AR,US,17,16,16,9,9,9,9,8,8
Mountain View,CA,US,,,,,,29,31,33,35
Mountlake Terrace,WA,US,,,,,,,,,26
Mukilteo,WA,US,,,,,,,,,24
Mukwonago,WI,US,,,,,,,,29,28
Muncie,IN,US,,,,,,,7,7,7
Muncy,PA,US,,,,,,,,21,21
Mundelein,IL,US,,,,,25,35,38,44,44
Munich,(NA),DE,,,,,72,90,83,85,85
Munising,MI,US,,,,,,,,,49
Munster,IN,US,,,,,9,9,10,13,14
Murdock,NE,US,,,,,,,84,84,89
Murfreesboro,TN,US,,24,24,24,24,25,31,32,33
Murphy,TX,US,,,,,,8,10,10,10
Murrieta,CA,US,,,,,,26,27,29,31
Muscatine,IA,US,,,,,,,,20,20
Muskegon,MI,US,,,,,,61,41,43,48
Muskogee,OK,US,,,,,,,25,28,30
Myrtle Beach,SC,US,,,,12,13,13,14,14,14
Mystic,CT,US,,,,,19,24,25,28,27
Mérida,(NA),MX,,,,,,,57,58,59
Münster,(NA),DE,,,,,,,,,79
Nacogdoches,TX,US,,,,,,,,,16
Nampa,ID,US,,,,,,,,,8
Nanaimo,BC,CA,,,,,,,36,37,39
Nantucket,MA,US,,,,,32,40,41,34,33
Napa,CA,US,30,31,30,38,38,33,41,40,39
Naperville,IL,US,,,,,14,16,17,18,18
Naples,(NA),IT,,,,,8,48,49,53,54
Naples,FL,US,,,,,11,9,10,12,13
Narragansett,RI,US,,,,,18,13,13,15,13
Narragansett Pier,RI,US,30,30,29,27,27,16,16,18,16
Nashua,NH,US,33,32,15,15,13,14,14,15,17
Nashville,IN,US,,,,,,,,26,24
Nashville,TN,US,22,22,9,9,10,10,24,26,27
Natick,MA,US,,,,,,8,8,9,10
National City,CA,US,,,,,,,,23,20
Nederland,CO,US,,,,,,18,16,14,14
Needham,MA,US,,,,,,,6,7,8
Neenah,WI,US,,,,,,,29,30,31
Neptune City,NJ,US,,,,,,,11,13,14
Nether Providence,PA,US,,,,,,18,20,20,21
Nevada,TX,US,,,,,,21,22,22,22
New Albany,OH,US,,,,,,24,31,32,32
New Bedford,MA,US,,,,,,,,6,6
New Berlin,WI,US,,,,,24,26,29,30,30
New Braunfels,TX,US,,,,,,,14,15,15
New Brighton,MN,US,,,,,,,20,18,36
New Britain,CT,US,,,,,,,,31,32
New Brunswick,NJ,US,,,,,41,41,41,44,45
New Buffalo,MI,US,,,,,,,,32,59
New Castle,DE,US,,,,,,,,24,25
New Fairview,TX,US,,,,,,44,44,34,34
New Hampton,NH,US,,,,,,,,,17
New Hartford,NY,US,,,,,11,11,11,9,10
New Haven,CT,US,17,18,16,17,18,20,21,24,27
New Haven,MO,US,,,,,,,,22,24
New Hope,PA,US,,,,,,,,42,44
New Orleans,LA,US,34,36,35,34,34,19,23,25,26
New Paltz,NY,US,,,,,16,16,16,19,20
New Philadelphia,OH,US,,,,,,,31,32,35
New Port Richey,FL,US,,,,,,,13,13,13
New Shoreham,RI,US,,,,,,,,43,42
New Smyrna Beach,FL,US,,,,,11,11,11,10,11
New Ulm,MN,US,47,49,38,10,11,11,11,13,13
New York,NY,US,35,41,48,49,54,50,56,56,61
Newark,DE,US,26,25,25,23,23,25,32,34,36
Newark,NJ,US,16,15,19,20,19,21,22,23,25
Newark,TX,US,,,,,,18,15,15,15
Newberg,OR,US,,,,,,,,,39
Newburg,MO,US,,,,,,,37,25,25
Newburgh,IN,US,,,,,,,,,13
Newburgh,NY,US,,,,,,,6,7,7
Newburyport,MA,US,28,26,24,12,13,11,14,14,24
Newcastle,NSW,AU,,,,,,26,,28,29
Newcastle Upon Tyne,(NA),GB,,,,,,,,53,55
Newham,(NA),GB,,,,,,40,,66,82
Newington,CT,US,14,13,10,12,13,14,16,18,19
Newnan,GA,US,,,,,13,13,14,15,15
Newport,(NA),GB,,,,,,,,,65
Newport,KY,US,,,,,,,,20,20
Newport,RI,US,,30,18,17,20,11,14,14,15
Newport News,VA,US,,20,21,22,23,22,23,23,22
Newton,MA,US,,,,,7,7,8,9,22
Newton Hamilton,PA,US,,,,,19,19,18,18,18
Newtown,CT,US,,,,,,,24,24,24
Newtown,PA,US,,,,,,,,34,34
Niagara Falls,NY,US,,,,,,,,5,5
Niagara Falls,ON,CA,,,,,,,40,41,41
Nijmegen,GE,NL,,,,,,,,,86
Niles,IL,US,,,,,,,,11,12
Noblesville,IN,US,,,,,,,21,22,22
Nogales,AZ,US,,,,,,,29,29,29
Nolanville,TX,US,,,,,,,,17,18
Norcross,GA,US,,,,,,,10,15,14
Norfolk,NE,US,,,,,28,28,29,25,28
Norfolk,VA,US,15,14,17,18,22,21,23,23,26
Normal,IL,US,,,,11,14,16,19,19,21
Norman,OK,US,,22,23,21,21,21,22,24,25
North Augusta,SC,US,,,,,,,12,12,13
North Beach,MD,US,,,,,,,,,17
North Bellmore,NY,US,,,,,,,5,7,7
North Bend,WA,US,,,,,,,,41,46
North Canton,OH,US,,,,,,,25,25,25
North Charleston,SC,US,,,,,,,,,13
North Conway,NH,US,,,,,,,,18,20
North Haverhill,NH,US,,,,,,,,25,28
North Kansas City,MO,US,,,28,26,26,24,29,35,37
North Las Vegas,NV,US,,,,,,,,,12
North Little Rock,AR,US,,20,20,8,8,8,8,8,8
North Miami,FL,US,,,,,,,5,5,5
North Miami Beach,FL,US,,,,,,,9,10,10
North Myrtle Beach,SC,US,,,,,,,,,11
North Olmsted,OH,US,,,,,,,20,20,20
North Platte,NE,US,,30,31,31,21,21,23,25,24
North Port,FL,US,,,,,,,6,6,6
North Richland Hills,TX,US,,,,,,7,12,13,13
North Webster,IN,US,,,,,,,,33,33
North Wildwood,NJ,US,,,,35,47,56,56,56,60
Northampton,MA,US,32,32,27,17,17,17,16,20,33
Northampton,PA,US,,,,,,,,32,34
Northbridge,MA,US,,,,,,,,,14
Northbrook,IL,US,,,,,,8,8,9,9
Northfield,MN,US,,,,,,,17,17,24
Northfield,NJ,US,46,45,46,45,45,46,38,38,37
Northglenn,CO,US,,,,,,20,26,27,29
Northlake,TX,US,,,,,,22,22,22,22
Northport,NY,US,,,,,13,11,13,13,13
Northville,MI,US,,,,,44,44,33,33,33
Norwalk,CT,US,,28,6,6,6,13,20,21,23
Norwalk,OH,US,,,,,,,,40,39
Norwich,(NA),GB,,,,,,,,71,72
Norwood,MA,US,,,,,,7,8,8,9
Novato,CA,US,,,,,,,,30,29
Novi,MI,US,,,,,,,,30,29
O'Fallon,IL,US,,,,,,,,10,9
O'Fallon,MO,US,12,10,13,17,12,12,17,17,18
Oak Bluffs,MA,US,,,,,,,,12,52
Oak Lawn,IL,US,,,,,,,,7,8
Oak Leaf,TX,US,,,,,,6,10,10,10
Oak Park,IL,US,,,,,3,3,4,6,31
Oak Point,TX,US,,,,,,12,16,16,16
Oak Ridge,TN,US,,,,,,,,,21
Oakdale,MN,US,,,,,,32,35,39,41
Oakland,CA,US,26,26,26,32,32,34,40,45,45
Oakville,ON,CA,,,,,,,50,53,53
Oaxaca,(NA),MX,,,,,,,57,61,71
Oberlin,OH,US,,,,,,,67,69,75
Ocala,FL,US,,,,10,11,11,9,10,10
Ocean City,NJ,US,,,,,,,60,70,70
Ocean View,DE,US,,,,,15,15,15,18,17
Oceanside,CA,US,,,,,17,17,27,31,31
Ocoee,FL,US,,,,,10,11,10,10,11
Oconomowoc,WI,US,,,,,,,,,46
Oconto,WI,US,,,,,,,46,46,46
Odenton,MD,US,,,,,22,22,25,25,27
Odessa,FL,US,,,,,35,40,40,42,42
Ogden,UT,US,,,,,31,33,26,27,28
Ogdensburg,NY,US,,,,,,,,7,7
Ojai,CA,US,,,,,,,58,69,69
Okemos,MI,US,,,,,,,24,25,26
Oklahoma City,OK,US,19,19,20,20,20,21,22,24,24
Olathe,KS,US,,35,34,22,23,21,22,23,24
Old Orchard,PA,US,,,,,,,41,46,47
Old Orchard Beach,ME,US,,,,,,,22,27,26
Old Saybrook,CT,US,,,,,19,33,31,31,22
Oldham,(NA),GB,,,,,,42,22,45,44
Olean,NY,US,,,,,,,,8,8
Olive Branch,MS,US,,21,25,23,22,22,19,21,23
Olive Hill,KY,US,,,,,,,,17,16
Olivette,MO,US,,,,,,,,19,20
Olmos Park,TX,US,,,,,,,5,5,5
Olympia,WA,US,21,23,27,29,29,30,28,30,33
Omaha,NE,US,33,34,29,31,31,32,32,36,36
Oneonta,NY,US,,,,,,,,,19
Ontario,CA,US,,,,,,,,19,19
Opa-locka,FL,US,,,,,,,,4,4
Opelika,AL,US,,,,,21,21,22,25,25
Orange,CA,US,,,,,18,19,17,17,17
Orange,NSW,AU,,,,,,25,,30,30
Orange Beach,AL,US,,,,,,,,,40
Orange City,FL,US,,,,,,,,9,9
Oregon,WI,US,,,,,,,,,54
Oregon City,OR,US,,,,,17,19,23,23,24
Orem,UT,US,30,30,32,32,32,32,22,22,24
Orland,CA,US,,,,,,,44,49,49
Orlando,FL,US,19,20,11,12,22,22,24,26,26
Orleans,MA,US,,,,,,,,44,44
Ormond Beach,FL,US,,,,,11,12,13,13,12
Oro Valley,AZ,US,,,,,,,38,40,42
Orono,ME,US,31,32,32,34,34,29,29,27,37
Oroville,CA,US,,,,,,,,,11
Orrville,OH,US,,,,,,,24,29,29
Oshawa,ON,CA,,,,,32,36,36,44,48
Oshkosh,WI,US,,,,,32,34,35,37,37
Osijek,(NA),HR,,,,,,,49,51,53
Oswego,IL,US,,,,,,36,38,37,37
Oswego,NY,US,,,,,7,6,6,6,6
Ottawa,KS,US,,,,,,,6,7,7
Ottawa,ON,CA,,,46,51,49,49,52,54,56
Ottawa - Inner Greenbelt,ON,CA,,,,,,52,,,
Overland Park,KS,US,37,30,31,15,33,32,37,41,41
Oviedo,FL,US,,,,,15,15,15,18,18
Ovilla,TX,US,,,,,,11,14,14,14
Owensboro,KY,US,,36,10,10,11,11,10,10,9
Owensville,MO,US,,,,,,,,27,27
Owings Mills,MD,US,,,,,,,17,17,17
Oxford,(NA),GB,,,,,,,,78,79
Oxford,GA,US,,,,,,9,7,7,8
Oxford,MA,US,,,,,,,,11,10
Oxford,MS,US,,,30,41,46,46,45,45,45
Oxford,OH,US,,,,,42,35,44,45,45
Oxnard,CA,US,,,,31,40,37,37,38,37
Oyster Bay,NY,US,,,,,,,,,18
Ozark,MO,US,,,,,,,,14,14
Pacifica,CA,US,,,,,,,31,31,32
Paducah,KY,US,,,4,4,4,4,4,5,5
Pagosa Springs,CO,US,,,,,,,,18,18
Palatine,IL,US,,,,,10,10,10,11,11
Palm Bay,FL,US,,,,,,,,10,10
Palm Beach Gardens,FL,US,,,,,,,,16,16
Palm Coast,FL,US,,,,,,10,12,12,16
Palm Desert,CA,US,,,,23,24,19,22,22,22
Palm Springs,CA,US,,,,18,18,19,29,29,26
Palmdale,CA,US,,,,,,,,22,23
Palmer,TX,US,,,,,,26,28,28,27
Palmer Heights,PA,US,,,,,,,12,14,15
Palmetto Bay,FL,US,,,,,,,5,6,7
Palo Alto,CA,US,,42,41,44,45,49,54,55,56
Palos Heights,IL,US,,,,,,,,9,9
Panama City Beach,FL,US,,,,,,,,,23
Pantego,TX,US,,,,,,10,11,11,10
Paoli,PA,US,,,,,,15,18,19,24
Papillion,NE,US,,,,38,37,37,36,43,44
Paradise,CA,US,,,,,,,,25,24
Paradise,NV,US,,31,27,26,22,21,17,17,20
Paramount,CA,US,,,,,,,,22,21
Paramus,NJ,US,,,,,21,21,22,22,22
Paris,IDF,FR,,,61,,70,79,83,87,89
Park City,UT,US,,,,,34,33,48,48,61
Park Rapids,MN,US,,,,,,,10,9,9
Park Ridge,IL,US,,,,,,,5,6,6
Parker,CO,US,,,,,18,20,18,20,20
Parker,TX,US,,,,,,9,10,10,9
Parkersburg,WV,US,,26,22,22,27,27,18,19,18
Parkland,FL,US,,,,,,,28,28,29
Parry Sound,ON,CA,,,,,,,,57,58
Parsippany,NJ,US,,,,,,,,25,25
Pasadena,CA,US,,,,,22,18,19,25,25
Pasadena,MD,US,,,,,11,11,13,13,14
Pasadena,TX,US,,,,,,,6,6,6
Paso Robles,CA,US,,,,20,19,19,19,22,20
Passaic,NJ,US,,,,,,,,,14
Paterson,NJ,US,,11,12,13,13,13,14,16,16
Patten,ME,US,,,,,,,,44,47
Pawling,NY,US,,,,,,,,,16
Pawtucket,RI,US,,11,10,14,13,8,9,11,11
Payson,AZ,US,,,,,,,,60,58
Peabody,MA,US,,,,,,,,9,9
Peachtree City,GA,US,,41,20,19,20,20,41,48,50
Peachtree Corners,GA,US,,,,,,15,8,10,10
Pearl City,HI,US,,,,,,,,,15
Pekin,IL,US,,,,,6,7,7,6,6
Pelham,AL,US,,,,,28,28,28,26,25
Pelham,NY,US,,,,,,,,3,4
Pelham Manor,NY,US,7,8,2,2,2,2,2,3,3
Pelican Bay,TX,US,,,,,,8,8,8,8
Pella,IA,US,,,,,60,60,44,47,54
Pembroke Pines,FL,US,,,,,,,,17,18
Penn Yan,NY,US,,,,,,,9,9,11
Penngrove,CA,US,,,,,,7,8,10,10
Pensacola,FL,US,,,,24,26,24,23,29,29
Pentwater,MI,US,,,,,,,43,42,42
Peoria,AZ,US,,22,22,21,20,19,21,23,23
Peoria,IL,US,,14,15,6,7,8,8,9,9
Perrysburg,OH,US,,,,,,,,,33
Perrysville,OH,US,,,,,,,,,85
Perth,WA,AU,,,,,,32,,33,36
Peru,IL,US,,,,,,,,7,8
Petaluma,CA,US,,,,,37,45,43,44,44
Peterborough,ON,CA,,,,32,37,38,38,39,41
Peters,PA,US,,,,,24,23,21,21,22
Petersburg,AK,US,,,,,,,62,62,62
Philadelphia,PA,US,44,43,40,43,47,48,58,58,59
Phillips,WI,US,,,,,,,,60,59
Philmont,NY,US,,,,,,,,29,29
Phoenix,AZ,US,31,27,26,27,28,28,28,29,32
Phoenixville,PA,US,,,,,16,16,21,21,50
Pierre,SD,US,,35,36,37,35,36,36,35,33
Pilot Point,TX,US,,,,,,15,19,19,16
Pine,PA,US,,,,,,21,22,24,24
Pine Bluff,AR,US,,33,34,6,6,5,6,5,5
Pine Mountain,GA,US,,,,,,,,25,27
Pinecrest,FL,US,,,,,,,7,7,8
Pinehurst,NC,US,,,,,,,8,7,7
Pineville,LA,US,,,,,,,,12,11
Piscataway,NJ,US,,,,,22,21,22,22,22
Pismo Beach,CA,US,,,,22,22,20,23,25,25
Pittsburgh,PA,US,21,19,20,21,22,24,28,30,33
Pittsfield,MA,US,,,,,,,12,21,20
Pittsfield Charter Township,MI,US,,,,24,24,24,22,23,23
Pittsford,NY,US,10,9,7,9,8,10,14,16,17
Pittston,PA,US,,,,,,,,17,18
Placerville,CA,US,,,,,,,,18,18
Plainfield,IL,US,,,,,,,17,18,19
Plainfield,NJ,US,,,,,61,61,57,57,56
Plainfield Village,CT,US,,,,,,,,29,28
Plainview,NY,US,,,,,8,9,9,9,9
Plano,TX,US,,19,13,6,6,8,10,10,11
Plantation,FL,US,,,,,16,15,21,21,21
Platteville,WI,US,,,,,,,,61,64
Plattsburgh,NY,US,,,,,,9,9,11,10
Pleasant Hill,CA,US,,,,,,,,39,40
Pleasanton,CA,US,,,,,24,24,31,32,33
Plymouth,(NA),GB,,,,,,,47,49,50
Plymouth,MA,US,,,,,,,,12,12
Plymouth,NH,US,,,,,,,,21,25
Pocatello,ID,US,24,23,7,7,7,6,6,7,7
Point Arena,CA,US,,,,,,63,69,69,69
Pomona,CA,US,,,,,,,22,26,27
Pompano Beach,FL,US,,,,,,,9,10,10
Ponce,PR,US,,,,,,,,,23
Ponder,TX,US,,,,,,35,35,32,32
Ponte Vedra,FL,US,,,,,25,25,25,26,26
Pontiac,MI,US,,,,,,,28,32,34
Poole,(NA),GB,,,,,,,,51,51
Poplar Bluff,MO,US,,,,,,,,42,42
Port Angeles,WA,US,,,,,,,40,41,41
Port Chester,NY,US,16,16,6,6,6,6,6,6,6
Port Coquitlam,BC,CA,,,,,31,34,35,38,38
Port Jervis,NY,US,,,,,,,,12,17
Port Macquarie,NSW,AU,,,,,,,20,24,25
Port Moody,BC,CA,,,,,,39,40,43,45
Port Orange,FL,US,,,,,,,,18,18
Port Orchard,WA,US,,,,,,,21,22,20
Port St. Lucie,FL,US,,,,,12,12,12,13,13
Port Townsend,WA,US,,,,58,60,60,65,70,68
Port Washington,NY,US,,,,,,,15,16,16
Portage,MI,US,,,,,43,44,44,46,45
Portland,ME,US,19,19,21,22,22,30,28,39,38
Portland,OR,US,33,35,39,49,51,55,58,59,61
Porto Alegre,(NA),BR,,,,,,,54,55,56
Portsmouth,NH,US,27,27,18,18,11,14,19,22,24
Portsmouth,OH,US,,,,,,,,60,62
Potomac,MD,US,,,,,,,,16,16
Pottstown,PA,US,,,,,18,24,28,28,34
Poughkeepsie,NY,US,,,,,,,,10,10
Poway,CA,US,,,,,,,25,27,27
Powder Springs,GA,US,,,,,,15,15,18,18
Powell,WY,US,,,,,,,12,10,11
Prescott,AZ,US,,,,,,,37,37,37
Presque Isle,ME,US,,,,,,18,25,29,28
Preston,(NA),GB,,,,,,,,,61
Prince George,BC,CA,,,,,29,29,30,32,33
Princess Anne,MD,US,,,,,,,,7,7
Princeton,IL,US,,,,,,,12,12,13
Princeton,NJ,US,,,,,,44,28,33,33
Princeton,TX,US,,,,,,28,28,27,27
Prineville,OR,US,,,,,,,,23,23
Prior Lake,MN,US,,,,,,,34,41,42
Prosper,TX,US,,,,,,17,22,24,25
Providence,RI,US,28,26,25,27,29,16,26,29,30
Providence Village,TX,US,,,,,,16,24,31,32
Provincetown,MA,US,79,85,87,87,87,88,96,96,96
Provo,UT,US,,32,32,33,32,32,28,28,38
Pueblo,CO,US,,,,,4,4,5,5,6
Pullman,WA,US,,,,,47,47,40,44,45
Punta Gorda,FL,US,,,,,,,,,10
Purcellville,VA,US,,,,,,,,,36
Putnam,CT,US,,,,,,,23,23,23
Quakertown,PA,US,,,,,,,,28,29
Quebec City,QC,CA,,,,,,57,58,60,61
Queen Creek,AZ,US,,,,,,,,,31
Queens,NY,US,,38,49,49,55,53,58,,63
Quesnel,BC,CA,,,,,,,,,50
Quincy,CA,US,,,,,,,46,46,48
Quincy,IL,US,52,53,55,8,8,8,6,6,7
Quincy,MA,US,,,,,,,,16,8
Quinlan,TX,US,,,,,,21,21,21,23
Racine,WI,US,33,34,35,38,38,40,40,41,41
Radcliff,KY,US,,,,,,,,10,11
Radford,VA,US,,,,,,,,,53
Raleigh,NC,US,15,15,13,18,18,18,19,21,21
Ramsey,MN,US,,,,,,,,36,32
Rancho Cordova,CA,US,,,,,,,26,26,29
Rancho Cucamonga,CA,US,,,,12,13,14,16,16,18
Rancho Mirage,CA,US,,,,,,,,19,19
Rancho Palos Verdes,CA,US,,,,,,,,22,22
Rancho Santa Margarita,CA,US,,,,,,,15,15,15
Randolph,NJ,US,,,,,,,19,21,17
Rapid City,SD,US,,32,32,32,34,35,42,49,49
Ravenna,OH,US,,25,19,20,19,26,31,31,32
Raynham Center,MA,US,,,,,,,,23,24
Reading,PA,US,,,,,12,13,17,17,17
Red Bank,NJ,US,,,,,17,17,19,20,21
Red Deer,AB,CA,,,,,40,38,47,55,61
Red Oak,TX,US,,,,,,18,21,20,21
Red Wing,MN,US,,,,,16,16,18,18,18
Redbridge,(NA),GB,,,,,,37,,60,62
Redcliffe,QLD,AU,,,,,,,,,35
Redding,CA,US,15,15,17,19,21,22,20,21,21
Redlands,CA,US,19,19,23,21,20,21,23,24,26
Redmond,OR,US,55,55,55,21,21,25,20,21,21
Redmond,WA,US,,,28,27,27,27,28,29,28
Redondo Beach,CA,US,,,,,,,33,36,34
Redwood City,CA,US,31,31,33,33,35,39,40,41,40
Reed City,MI,US,,,,,,,,,60
Reedsburg,WI,US,,,,,,,,43,51
Regina,SK,CA,,,,,,,32,33,36
Rehoboth Beach,DE,US,,,,,21,28,33,35,35
Reidsville,GA,US,,,,,14,14,16,17,17
Reminderville,OH,US,,,,,,,32,33,35
Reno,NV,US,24,25,26,25,25,23,23,24,27
Reno,TX,US,,,,,,9,9,9,9
Rensselaer,NY,US,,,,,,,,6,6
Renton,WA,US,,,,,,,,26,26
Repentigny,QC,CA,,,,,54,52,53,57,56
Reserve,LA,US,,,,,,,,18,21
Reston,VA,US,,,,,32,31,30,32,31
Revere,MA,US,,,6,6,6,6,7,9,9
Rexburg,ID,US,79,68,21,24,24,24,15,17,17
Rhinelander,WI,US,,,,,,,,28,28
Rhome,TX,US,,,,,,28,28,25,25
Rialto,CA,US,,,,,,13,18,18,18
Rice,TX,US,,,,,,18,18,18,14
Richardson,TX,US,16,15,16,9,9,11,14,14,14
Richfield,MN,US,,,,,,12,24,25,53
Richfield,UT,US,51,51,43,43,28,30,35,27,28
Richford,VT,US,,,,,,,,23,23
Richland,WA,US,14,14,15,17,20,21,23,25,29
Richland Hills,TX,US,,,,,,3,3,3,3
Richmond,BC,CA,,,,,,,39,43,42
Richmond,CA,US,,,,,,27,29,30,30
Richmond,IN,US,,,,,,13,9,12,12
Richmond,KY,US,,,,,,,,,20
Richmond,VA,US,22,21,20,20,20,22,23,24,25
Richmond Hill,ON,CA,,,,,,,51,50,50
Richmond upon Thames,(NA),GB,,,,,,62,,73,73
Ridge Manor,FL,US,,,,,,,,16,16
Ridgefield,CT,US,,,,,,,21,21,20
Ridgefield Park,NJ,US,,,,,,,,11,11
Ridgeland,MS,US,,33,28,20,22,23,23,28,29
Ridgewood,NJ,US,,,,,33,33,32,32,35
Rijswijk,ZH,NL,,,,,,,80,81,80
Rio Rancho,NM,US,,20,6,6,7,8,8,8,9
Rio Vista,TX,US,,,,,,26,23,23,21
River Falls,WI,US,,,,,,,46,46,46
River Oaks,TX,US,,,,,,2,4,4,4
Riverside,CA,US,19,19,19,20,20,19,22,20,21
Riverside,IL,US,,,,,,,,,9
Riverton,WY,US,,,,,,,8,7,7
Riverview,FL,US,,,,,20,22,22,25,24
Roanoke,TX,US,,,,,,23,28,30,30
Roanoke,VA,US,17,18,19,18,18,19,25,30,34
Roberta,GA,US,,,,,,,18,17,17
Robinson,PA,US,,,,,27,27,27,27,27
Rochdale,(NA),GB,,,,,,43,21,45,45
Rochester,MI,US,,,,,,,61,63,64
Rochester,MN,US,,35,35,33,36,32,38,39,39
Rochester,NH,US,,,,,,,,,15
Rochester,NY,US,20,21,4,5,5,5,6,7,7
Rock Hill,SC,US,,,,,,,11,12,12
Rock Island,IL,US,,,,,,,7,7,6
Rock Springs,WY,US,,,,,,,,,11
Rockaway,NJ,US,,,,,,17,19,21,16
Rockaway Beach,OR,US,,,,,,,,42,49
Rockford,IL,US,,23,23,7,7,7,7,8,8
Rockford,MI,US,,,,,,,55,56,57
Rockhampton,QLD,AU,,,,,,28,,32,33
Rockledge,FL,US,,,,,,,16,22,22
Rocklin,CA,US,,,,,,18,20,21,22
Rockville,MD,US,,29,16,16,16,17,19,21,22
Rockwall,TX,US,,,,,,11,21,21,22
Rocky Hill,CT,US,,,,,,,14,14,15
Rogers,AR,US,16,19,12,33,33,35,30,34,38
Rogers City,MI,US,,,,,,,65,69,70
Rohnert Park,CA,US,,,,,,46,47,50,50
Rolla,MO,US,,,,,,,,33,33
Rome,(NA),IT,,,,,10,50,50,55,57
Rome,NY,US,,,,,,,,7,8
Romeo,MI,US,,,,,,,39,40,51
Roseburg,OR,US,,,,,,,26,24,25
Roselle,NJ,US,,,,,,,,30,30
Roselle Park,NJ,US,,,,,,,,46,46
Rosemère,QC,CA,,,,,,,,,59
Rosendale,NY,US,,,,,,,,26,24
Roseville,CA,US,,,,,17,17,18,19,20
Roseville,MN,US,,,,,,19,22,22,25
Roswell,GA,US,,21,13,13,15,16,18,23,23
Roswell,NM,US,,22,6,6,6,6,6,6,6
Rotterdam,ZH,NL,,,,,86,79,70,72,70
Round Rock,TX,US,,,,,11,9,11,13,13
Rowlett,TX,US,,,,,,14,13,13,14
Royal Oak,MI,US,,,,,,37,39,40,40
Royal Palm Beach,FL,US,,,,,15,15,18,18,18
Royse City,TX,US,,,,,,13,15,15,15
Ruidoso,NM,US,,,,,7,7,8,8,7
Runaway Bay,TX,US,,,,,,28,28,28,28
Rushville,IL,US,,,,,,,,5,5
Russellville,AR,US,,,,,,,8,8,8
Ruston,LA,US,,,,,,,24,46,39
Rutherford,NJ,US,,,,,,,,,28
Rutland,VT,US,,55,41,56,58,60,62,61,61
Rye,NY,US,,,,,,,5,5,5
Sachse,TX,US,,,,,,8,10,10,10
Saco,ME,US,,,,,,,,19,19
Sacramento,CA,US,25,26,27,27,29,29,32,34,36
Sadsburyville,PA,US,,,,,,,,8,7
Safford,AZ,US,,,,,,,,49,53
Saginaw,MI,US,,,,,,,23,26,28
Saginaw,TX,US,,,,,,9,30,31,32
Saguenay,QC,CA,,,,,,,49,49,49
Saint John,NB,CA,,,,,31,33,34,35,35
Saint-Hyacinthe,QC,CA,,,,,,,,,35
Saint-Jean sur Richelieu,QC,CA,,,,,,,,,59
Saint-Quentin-en-Yvelines,IDF,FR,,,,65,,66,63,68,71
Sainte-Julie,QC,CA,,,,,,,77,84,84
Salem,IN,US,,,,,,,,6,7
Salem,MA,US,,,,,,,12,13,19
Salem,OR,US,17,17,17,14,14,15,21,23,24
Salerno,(NA),IT,,,,,,,,,51
Salford,(NA),GB,,,,,,35,29,54,55
Salida,CO,US,,,,,64,64,65,62,61
Salina,KS,US,,,,,5,5,5,5,5
Salinas,CA,US,,,,,30,29,28,29,32
Salisbury,MD,US,,,,,23,23,23,22,23
Salt Lake City,UT,US,40,42,51,46,42,44,50,52,62
Saluda,NC,US,,,,,,,,21,18
Salyersville,KY,US,,,,,,,,23,24
San Angelo,TX,US,,,,,,,6,6,6
San Antonio,TX,US,25,25,25,12,12,13,13,14,14
San Bernardino,CA,US,16,16,14,10,11,11,15,15,15
San Bruno,CA,US,,,,,,23,23,25,26
San Carlos,CA,US,,,,,,,36,38,38
San Clemente,CA,US,,,,,,25,28,28,26
San Diego,CA,US,26,28,25,26,28,29,30,32,33
San Elizario,TX,US,44,19,19,9,9,9,13,15,15
San Fernando,CA,US,,,,,,,,26,26
San Francisco,CA,US,54,57,58,59,60,61,63,64,63
San Gabriel,CA,US,,,,,,,,20,21
San Jose,CA,US,15,15,18,20,24,27,32,33,33
San Juan,PR,US,,,35,36,37,37,40,41,39
San Juan Capistrano,CA,US,,23,21,19,22,22,22,23,22
San Leandro,CA,US,,,,,,,,21,21
San Luis,AZ,US,,,,,30,36,33,34,35
San Luis Obispo,CA,US,,49,47,62,63,62,63,63,66
San Marcos,CA,US,,,,,,30,34,31,31
San Marcos,TX,US,,,,,,,15,16,20
San Marino,CA,US,,,,,,,,,16
San Mateo,CA,US,,,,,,35,36,39,40
San Pedro Garza Garcia,(NA),MX,,,,,,,49,51,51
San Rafael,CA,US,,,,,28,24,29,30,32
San Ramon,CA,US,,,,,25,23,30,32,32
Sandpoint,ID,US,,,,18,18,18,20,21,19
Sandusky,OH,US,,,,,15,16,16,17,18
Sandwell,(NA),GB,,,,,,33,20,50,54
Sandwich,MA,US,,,,,,,,11,11
Sandy,UT,US,,,,,,,22,22,23
Sandy Creek,NY,US,,,,,,,16,16,16
Sandy Springs,GA,US,,,,,,9,9,13,13
Sanford,FL,US,,,,,,,11,11,13
Sanger,CA,US,,,,,,,,56,50
Sanger,TX,US,,,,,,12,10,10,10
Sanibel,FL,US,,,,,,,63,64,64
Sansom Park,TX,US,,,,,,3,6,6,5
Santa Ana,CA,US,15,16,23,19,22,21,19,20,21
